id;descripcio;nogis;uso;nivel;N_patente;Nombre_comercio;Id_persona;Aprobacion;Categoria;Actividad ;Permiso_salud;Vigencia_p;Tipo_rotulo;Dimension;Rotulo;Provincia;Lic_licor;Codigo_act;Nogis_1;N_finca;F_real;Derecho;Direccion_;Filial;N_plano_ca;Tipo_persona;Distrito;Canton;Este;Norte;Longitud;Latitud
12791;PREDIO ORDINARIO;128142000;;0;555;TALLER JORGE GUERRERO;108011;18/3/2002;COM;Talleres;555;;;0;NO;1;0;955;128142000;349141;;0;SANTA ANA, CENTRO, DE LA PULPERIA EL ROBLE 147 OESTE.;;1-586343-1985;Fisica;SANTA ANA;SANTA ANA;479585.09;1098207.99;9.93181;-84.18618
2299;PREDIO ORDINARIO;529112000;;0;686;LABORATORIO HERRERA;15965;13/10/1992;COM;Tienda / Zapateria;686;;;0;NO;1;0;715;529112000;115092;;0;DE LA PULPERIA LA MINA DE ORO 57 OESTE.;;1-353312-1979;Juridica;URUCA;SANTA ANA;477726.66;1098113.56;9.93094;-84.20313
10507;PREDIO ORDINARIO;521070000;;0;458;ZAPATERIA GENESIS;15799;2/11/1999;COM;Tienda / Zapateria;458;;;0;SI;1;0;1315;521070000;536545;;0;DEL BAR LA PARADA 125 OESTE.;;1-848472-2003;Fisica;PIEDADES;SANTA ANA;476027.44;1097737.44;9.92753;-84.21862
23508;CONDOMINIO VISTANA OESTE;328150010;COMERCIAL;0;248;FLEXI;19500;1/9/2004;COM;Tienda / Zapateria;CS-ARS-SA-354-2010;6/8/2015 00:00;;0;NO;1;0;1315;328150010;57934;;0;POZOS, CONDOMINIO VISTANA OESTE, FILIAL # 10.;F;1-1171975-2007;Juridica;POZOS;SANTA ANA;478710.29;1100338.95;9.95107;-84.19417
21783;PREDIO ORDINARIO;148309001;;0;448;TRANSPORTES SANTA ANA;101881;22/3/2004;COM;Transportes;448;;;0;SI;1;0;1004;148309001;365870;;0;PIEDADES. CALLE CEBADILLA. DE LA IGLESIA DE LA CEBADILLA 320 SUR.;;1-1855910-2015;Juridica;PIEDADES;SANTA ANA;478272.76;1097024.19;9.9211;-84.19814
12585;PREDIO ORDINARIO;128014000;;0;320;COMERCIAL ANGIE;6876;27/11/2001;COM;Vehiculos;320;;;0;SI;1;0;30;128014000;307202;;2;SANTA ANA, CENTRO, DE LA CRUZ ROJA 89 SUR-ESTE.;;1-1833171-2015;Fisica;SANTA ANA;SANTA ANA;479421.67;1098375.87;9.93332;-84.18767
13196;PREDIO ORDINARIO;170127000;;0;356;LA UNICA;108293;11/11/2002;COM;Venta de abarrrotes;356;;;0;SI;1;0;17;170127000;40082;;7;SALITRAL, MATINILLA;;NO SE INDICA;Juridica;SALITRAL;SANTA ANA;481174.74;1093514.25;9.88937;-84.17166
5049;PREDIO ORDINARIO;504100001;;0;255;CENTRO DE CARNES PIEDADES;205511;2/7/1996;COM;Venta de abarrrotes;070230-01;10/7/2020 00:00;;0;SI;1;0;157;504100001;164657;;5;PIEDADES, DE LA ESCUELA EZEQUIEL MORALES 92 OESTE.;;1-678914-1987;Fisica;PIEDADES;SANTA ANA;476125.24;1097882.77;9.92885;-84.21773
6205;CONDOMINIO VISTANA ESTE;311350010;COMERCIAL;0;436;CARNES DON FERNANDO;116905;5/11/1997;COM;Venta de abarrrotes;CVO-094277-01;5/8/2015 00:00;;0;NO;1;151;157;311350010;69889;;0;POZOS, CONDOMINIO  VISTANA ESTE, FILIAL # 7-C.;F;1-1296848-2008;Juridica;POZOS;SANTA ANA;478777.07;1100567.04;9.95313;-84.19356
2350;PREDIO ORDINARIO;124153000;;0;569;MINISUPER MAGU;9149;16/3/1993;COM;Venta de abarrrotes;139-05;29/6/2010 00:00;;0;NO;1;278;0;124153000;90928;;0;SANTA ANA, CENTRO, DE RICESA 75 ESTE.;;1-21889-1975;Fisica;SANTA ANA;SANTA ANA;480202.21;1098107.22;9.9309;-84.18055
2398;PREDIO ORDINARIO;124166000;;0;476;COOPEBELEMITA;112688;22/2/1994;COM;Venta de abarrrotes;476;;;0;NO;1;476;0;124166000;115567;;0;SANTA ANA, CENTRO, DE RICESA 100 SUR.;;1-9954-1971;Juridica;SANTA ANA;SANTA ANA;480150.82;1098051.32;9.93039;-84.18102
2697;PREDIO ORDINARIO;537218000;;0;106;LA PALMA;16278;15/5/1994;COM;Venta de abarrrotes;106;31/1/2022 00:00;;0;NO;1;337;531;537218000;381436;;0;DE LA INTERSECCION DE RUTA NACIONAL 311 CO AVENIDA 24, 165 MTS. AL SUR. MINISUPER LA PALMA.;;1-703923-1987;Fisica;SALITRAL;SANTA ANA;480224.82;1096828.25;9.91933;-84.18034
3713;PREDIO ORDINARIO;127114000;;0;486;LICORERA LA BRUJA;15494;5/5/1995;COM;Venta de abarrrotes;486;;;0;SI;1;265;0;127114000;226666;;0;SANTA ANA, CENTRO, DE LA MUNICIPALIDAD 200 SUR.;;1-351678-1979;Juridica;SANTA ANA;SANTA ANA;480113.67;1098120.46;9.93102;-84.18136
12115;PREDIO ORDINARIO;126169000;;0;37;ABASTECEDOR EL CENTRO;12673;15/3/2001;COM;Venta de abarrrotes;37;;;0;SI;1;0;0;126169000;499156;;7;SANTA ANA, CENTRO, DE LA MUNICIPALIDAD 250 OESTE.;;1-552034-1999;Fisica;SANTA ANA;SANTA ANA;479903.6;1098328.83;9.9329;-84.18328
31162;PREDIO ORDINARIO;405026000;COMERCIAL;0;502;FRUTICA;205905;4/10/2005;COM;Venta de abarrrotes;502;;;0;NO;1;218;402;405026000;582467;;0;URUCA, COSTADO OESTE DE LA INTERSECCION DE RUTA NACIONAL 121 CON CALLE 26.;;1-340909-1979;Juridica;URUCA;SANTA ANA;478803.95;1098523.82;9.93466;-84.19331
6309;PREDIO ORDINARIO;537202000;;0;42;EL PERICO;2023;11/11/1997;COM;Venta de abarrrotes;42;5/1/2022 00:00;;0;SI;1;0;534;537202000;256567;;15;DE LA INTERSECCION RUTA NACIONAL 311 CON CALLE 11, 239 MTS. NOR-ESTE.;;1-296407-1978;Fisica;SALITRAL;SANTA ANA;480349.78;1096863.57;9.91965;-84.1792
30708;PREDIO ORDINARIO;170198000;;0;594;ABASTECEDOR LA FUENTE;10545;23/10/2006;COM;Venta de abarrrotes;594;;NL;0;SI;1;85;543;170198000;187365;;0;SALITRAL, DE LA GUARDIA RURAL 445 SUR.;;1-31328-1977;Fisica;SALITRAL;SANTA ANA;480979.62;1095251.25;9.90508;-84.17345
682;CONJUNTO HABITACIONAL CONSOLIDADO EL TRIUNFO;522121000;HABITACIONAL;0;141;LA ALAMEDA;113918;4/10/1987;COM;Venta de abarrrotes;141;;;0;SI;1;0;748;522121000;360544;;11;PIEDADES, CIUDADELA EL TRIUNFO, LOTE # 46;;1-799761-1989;Fisica;PIEDADES;SANTA ANA;476405.19;1097607.72;9.92636;-84.21518
4183;PREDIO ORDINARIO;527064000;;0;180;PULPERIA LA POPULAR;12462;6/2/1996;COM;Venta de abarrrotes;180;;;0;SI;1;0;748;527064000;145247;;1;PIEDADES, DE ENTRADA A CALLE CEBADILLA 500 SUR.;;1-736410-2001;Fisica;PIEDADES;SANTA ANA;477933.88;1097547.47;9.92583;-84.20124
5826;PREDIO ORDINARIO;538116000;;0;377;PULPERIA CORRALES;6608;2/9/1997;COM;Venta de abarrrotes;377;;;0;SI;1;0;748;538116000;56000;;1;DE LA INTERSECCION DE RUTA NACIONAL 311 CNON AVENIDA 46, 07 MTS. AL SUR.;;NO SE INDICA;Fisica;SALITRAL;SANTA ANA;480381.97;1095941.23;9.91131;-84.1789
10093;PREDIO ORDINARIO;309074000;;0;586;SUPER LOREN;3576;15/9/1999;COM;Venta de abarrrotes;586;;;0;NO;1;187;0;309074000;297829;;2;POZOS, FRENTE ANTIGUO BAR JENNY (SUPER LOREN);;1-455895-1981;Fisica;POZOS;SANTA ANA;479200.58;1101462.07;9.96123;-84.1897
11507;PREDIO ORDINARIO;114200000;;0;267;PULPERIA IRIS;17030;6/3/2000;COM;Venta de abarrrotes;267;;;0;NO;1;0;748;114200000;450478;;1;POZOS, ALTO DE LAS PALOMAS, DE LA ENTRADA A BARRIO LOS FONSECA 95 NORTE.;;1-763280-1988;Fisica;POZOS;SANTA ANA;482035.39;1098640.4;9.93573;-84.16384
11975;PREDIO ORDINARIO;126026000;;0;111;LA MIA;101777;25/7/2000;COM;Venta de abarrrotes;111;;;0;SI;1;0;748;126026000;173983;;2;SANTA ANA, CENTRO, DE LA GUARIA 300 OESTE Y 200 NORTE.;;1-312035-1978;Fisica;SANTA ANA;SANTA ANA;479908.61;1098635.69;9.93568;-84.18323
13154;PREDIO ORDINARIO;175030000;;0;144;PULPERIA LA CRUZADA;2318;29/10/2002;COM;Venta de abarrrotes;144;;;0;NO;1;0;748;175030000;56976;;6;ENTRE LA INTERSECCION DE CALLE 05 CON CALLE 07. VER OBSERVACIONES.;;NO SE INDICA;Fisica;SALITRAL;SANTA ANA;480939.46;1094280.96;9.89631;-84.17381
22307;URBANIZACION ASEINTEX;310170000;HABITACIONAL;0;415;EL ROBLE;205162;25/5/2004;COM;Venta de abarrrotes;415;;;0;NO;1;0;748;310170000;366622;;1;POZOS, URBANIZACION ASEINTEX, LOTE # 17.;;1-795416-1989;Fisica;POZOS;SANTA ANA;479278.25;1100808.48;9.95532;-84.18899
12600;URBANIZACION SANTA ANA;103080000;HABITACIONAL;0;293;PULPERIA ROSA;9796;10/7/2006;COM;Venta de abarrrotes;293;;;0;SI;1;0;748;103080000;271778;;2;1ERA ENTRADA AL INVU 100 OESTE Y 85 NORTE.;;1-554110-1984;Fisica;SANTA ANA;SANTA ANA;479617.12;1099081.06;9.9397;-84.18589
30752;PREDIO ORDINARIO;170120000;;0;494;PULPERIA;15884;4/12/2015;COM;Venta de abarrrotes;494;;NL;0;NO;1;0;748;170120000;40082;;104;SALITRAL, MATINILLA;;NO SE INDICA;Fisica;SALITRAL;SANTA ANA;481424.89;1093169.22;9.88626;-84.16938
217;CONDOMINIO SANTA ANA DOS MIL;325235000;COMERCIAL;0;370;MEGA SUPER;18800;25/10/2005;COM;Venta de abarrrotes;370;;;0;NO;1;232;0;325235000;14118;;0;POZOS, CENTRO COMERCIAL SANTA ANA 2000, LOCAL # 31.;F;1-116193-1993;Juridica;POZOS;SANTA ANA;478951.74;1099451.58;9.94305;-84.19196
12815;PREDIO ORDINARIO;128139000;;0;605;VERDULERIA;15558;26/3/2002;COM;Venta de abarrrotes;605;;;0;SI;1;0;1300;128139000;246935;;2;SANTA ANA, 175 OESTE DE LA PULPERIA EL ROBLE.;;1-12745-1976;Fisica;SANTA ANA;SANTA ANA;479622.81;1098204.97;9.93178;-84.18584
21291;PREDIO ORDINARIO;124154000;;0;266;VIDEO SANTA ANA;101821;10/3/2004;COM;Venta de abarrrotes;266;;;0;SI;1;0;1311;124154000;78985;;0;SANTA ANA, CENTRO, DE RICESA 100 ESTE.;;1-332378-1979;Fisica;SANTA ANA;SANTA ANA;480216.19;1098113.91;9.93096;-84.18042
11478;PREDIO ORDINARIO;319020000;;0;131;GRUPO MOTORES BRITANICOS;100661;29/2/2000;COM;Venta de autos;131;;;0;SI;1;0;1067;319020000;440294;;0;POZOS, DE LA ENTRADA AL CONDOMINIO VILLA REAL 675 ESTE.;;1-222126-1994;Juridica;POZOS;SANTA ANA;481049.43;1099531.82;9.94378;-84.17283
33090;PREDIO ORDINARIO;312130000;;0;712;AUTOS CHAVA;109782;4/4/2004;COM;Venta de autos;712;;;0;SI;1;0;1067;312130000;239033;;0;POZOS, DEL DEPOSITO DE MATERIALES EL LAGAR 100 NORTE.;;1-20307-1975;Fisica;POZOS;SANTA ANA;478879.39;1100212.86;9.94993;-84.19263
3066;PREDIO ORDINARIO;503071000;;0;281;SUPER PIEDADES;2940;14/6/1994;COM;Venta de licores;281;;;0;SI;1;8;490;503071000;85449;;2;PIEDADES, COSTADO OESTE DEL SUPER PIEDADES.;;1-571124-1985;Fisica;PIEDADES;SANTA ANA;476027.67;1097827.97;9.92835;-84.21862
5732;PREDIO ORDINARIO;542030000;;0;78;MINISUPER LA ESQUINA;19715;5/8/1997;COM;Venta de licores;CS-ARS-SA-285-15;5/5/2016 00:00;;0;NO;1;477;487;542030000;141196;;0;FRENTE A LA GUARDIA RURAL.;;1-460065-1981;Fisica;SALITRAL;SANTA ANA;480489.55;1095702.06;9.90915;-84.17792
2571;PREDIO ORDINARIO;537109000;;0;93;PELUQUERIA CANINA BIANKA;101775;24/3/1994;COM;Veterinaria;93;;;0;NO;1;0;713;537109000;516997;;0;DE LA INTERSECCION DE RUTA NACIONAL 311 CON AVENIDA 24, 150 MTS. AL OESTE.;;1-397450-1980;Fisica;SALITRAL;SANTA ANA;480045.54;1097000.22;9.92089;-84.18197
29317;PREDIO ORDINARIO;121074000;;0;302;VETERINARIA EL PUEBLO;101836;12/1/2005;COM;Veterinaria;302;15/4/2022 00:00;;0;SI;1;0;1306;121074000;217125;;0;DE LA INTERSECCION DE RUTA NACIONAL 121 CON AVENIDA 02, 205 MTS. AL ESTE.;;1-17172-1972;Fisica;SANTA ANA;SANTA ANA;480582.65;1097978.74;9.92974;-84.17708
